Jama,Barwa zewn.,Barwa wewn.,Faktura,Domieszka,Ornament,Uwagi,Grupa techn.,guzki miseczkowate,linie ryte,guzki plastyczne,ornament choinkowy,odciski plecionki,otwory na powierzchni,do³ki paznokciowe,obmazywanie,otwory pod wylewem,do³ki palcowe,ornament pseudosznurowy,listwy karbowane,listwy plastyczne,ucha,inne/ nieokreœlone el. plastyczne,ornament stempelkowy,wciêcia w wylewach,ryte okrêgi,wyg³adzanie,nak³uwanie
2,b,b,g,0/k,"poziome linie ryte, guzki plastyczne",,3a,,1,1,,,,,,,,,,,,,,,,,
2,b,b,g,0/k,"choinkowy, poziome linie ryte",,3a,,1,,1,,,,,,,,,,,,,,,,
2,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
2,,,,,odcisk plecionki,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
2,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
2,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
2,,,514694,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
2,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
2,b,b,ch,k+s,,,3b,,,,,,,,,,,,,,,,,,,,
2,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
3,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
3,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
3,b,b,g,k,wciêcie?,,3a,,,,,,,,,,,,,,,,,,,,
3,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
3,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
3,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
3,,,,,"otwory na powierzchni, do³ek paznokciowy",talerz-placek,3c,,,,,,1,1,,,,,,,,,,,,,
3,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
3,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
3,b,c,g,k,,fragm. dna,2a,,,,,,,,,,,,,,,,,,,,
3,b,b,ch,k,,dno,3b,,,,,,,,,,,,,,,,,,,,
3,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
3,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
3,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
3,,,,,odcisk plecionki,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
3,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
3,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
3,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
3,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
3,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
3,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
3,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
3,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
3,b,b,ch,k,obmazywanie,,3b,,,,,,,,1,,,,,,,,,,,,
3,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
3,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
3,b,b,ch,k,,dno,3b,,,,,,,,,,,,,,,,,,,,
3,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
3,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
3,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
3,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
3,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
3,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
3,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
3,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
3,b,b,g,k,,wylew,3a,,,,,,,,,,,,,,,,,,,,
3,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
3,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
3,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
3,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
3,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
3,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
3,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
3,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
3,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
3,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
3,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
3,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
3,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
3,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
3,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
3,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
3,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
3,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
3,b,c,g,k,,dno,2a,,,,,,,,,,,,,,,,,,,,
3,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
3,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
3,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
3,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
3,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
3,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
3,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
3,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
3,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
3,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
3,b,c,g,0/k,,,2a,,,,,,,,,,,,,,,,,,,,
3,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
3,b,b,g,k,poziome linie ryte,,3a,,1,,,,,,,,,,,,,,,,,,
3,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
3,b,c,g,k,,dno,2a,,,,,,,,,,,,,,,,,,,,
3,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
3,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
3,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
3,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
4,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
4,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
4,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
4,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
4,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
4,b,b,ch,k,do³ki paznokciowe,,3b,,,,,,,1,,,,,,,,,,,,,
4,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
4,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
4,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
4,c,c,g,0/k,,,4,,,,,,,,,,,,,,,,,,,,
4,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
4,b,b,g,0/k,otwór pod wylewem,,3a,,,,,,,,,1,,,,,,,,,,,
4,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
6,b,b,ch,k,,dno,3b,,,,,,,,,,,,,,,,,,,,
6,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
6,,,,,odcisk paznokciowy,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
6,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
6,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
6,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
6,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
6,b,b,ch,k,,wylew,3b,,,,,,,,,,,,,,,,,,,,
6,,,,,odcisk paznokciowy,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
6,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
6,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
6,c,c,ch,k,,,4,,,,,,,,,,,,,,,,,,,,
6,b,b,g,k,,fragm. dna naczynia na pustej nó¿ce,3a,,,,,,,,,,,,,,,,,,,,
6,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
6,b,b,ch,k,odciski palcowe,,3b,,,,,,,,,,1,,,,,,,,,,
6,,,,,otwory na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
6,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
6,b,b,g,k,"poziome linie ryte, otwór pod wylewem",,3a,,1,,,,,,,1,,,,,,,,,,,
6,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
6,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
6,,,,,"otwory na powierzchni, odciski palcowe",talerz-placek,3c,,,,,,1,,,,1,,,,,,,,,,
6,b,b,ch,k,,dno,3b,,,,,,,,,,,,,,,,,,,,
6,b,b,ch,k,do³ki paznokciowe,,3b,,,,,,,1,,,,,,,,,,,,,
6,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
6,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
6,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
6,,,,,do³ki paznokciowe,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
6,b,b,g,k+s,,,3a,,,,,,,,,,,,,,,,,,,,
6,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
6,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
6,c,b,g,k,,,1,,,,,,,,,,,,,,,,,,,,
6,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
6,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
6,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
6,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
6,c,b,g,0,,,1,,,,,,,,,,,,,,,,,,,,
6,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
6,c,c,g,k,,,4,,,,,,,,,,,,,,,,,,,,
6,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
6,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
6,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
6,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
6,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
6,,,,,"do³ki paznokciowe, otwór na powierzchni",talerz-placek,3c,,,,,,1,1,,,,,,,,,,,,,
6,,,,,do³ki paznokciowe,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
6,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
6,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
6,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
6,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
6,,,,,do³ki paznokciowe,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
6,c,b,g,k,"linia ryta, ornament pseudosznurowy?",,1,,1,,,,,,,,,1,,,,,,,,,
6,c,b,g,k,linia ryta,,1,,1,,,,,,,,,,,,,,,,,,
6,c,b,g,k,ornament pseudosznurowy?,,1,,,,,,,,,,,1,,,,,,,,,
6,c,b,g,k,,,1,,,,,,,,,,,,,,,,,,,,
6,c,b,g,k,,,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
7,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
7,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
7,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
7,b,b,ch,k+s,,,3b,,,,,,,,,,,,,,,,,,,,
7,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
7,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
7,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
8,b,b,g,k,,dno,3a,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
luz,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
luz,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
luz,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
luz,b,b,ch,k,"do³ki paznokciowe, otwory pod wylewem",,3b,,,,,,,1,,1,,,,,,,,,,,
luz,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
luz,b,b,ch,k,"do³ki paznokciowe, otwory pod wylewem",,3b,,,,,,,1,,1,,,,,,,,,,,
luz,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
luz,b,b,ch,k+s,,,3b,,,,,,,,,,,,,,,,,,,,
luz,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
luz,b,b,ch,k,"do³ki paznokciowe, otwory pod wylewem",,3b,,,,,,,1,,1,,,,,,,,,,,
luz,b,b,ch,k,"do³ki paznokciowe, otwory pod wylewem",,3b,,,,,,,1,,1,,,,,,,,,,,
luz,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
luz,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
luz,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
luz,b,b,ch,k,do³ki paznokciowe,,3b,,,,,,,1,,,,,,,,,,,,,
luz,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
9,,,,,"do³ki paznokciowe, otwory na powierchni",talerz-placek,3c,,,,,,1,1,,,,,,,,,,,,,
9,b,c,ch,k+s,,dno,2b,,,,,,,,,,,,,,,,,,,,
9,,,,,"do³ki paznokciowe, otwory na powierchni",talerz-placek,3c,,,,,,1,1,,,,,,,,,,,,,
9,b,b,ch,k,otwory pod wylewem,,3b,,,,,,,,,,,,,,,,,,,,
9,b,b,ch,0/k,,ucho,3b,,,,,,,,,,,,,,,,,,,,
9,c,b,ch,k,,,1,,,,,,,,,,,,,,,,,,,,
9,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
9,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
9,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
9,b,b,ch,k,,dno,3b,,,,,,,,,,,,,,,,,,,,
9,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
9,b,b,ch,k,do³ki paznokciowe,,3b,,,,,,,1,,,,,,,,,,,,,
9,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
9,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
9,b,b,g,k+s,,,3a,,,,,,,,,,,,,,,,,,,,
9,,,,,do³ki paznokciowe,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
9,b,b,g,k+s,,,3a,,,,,,,,,,,,,,,,,,,,
9,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
9,,,,,"do³ki paznokciowe, otwory na powierchni",talerz-placek,3c,,,,,,1,1,,,,,,,,,,,,,
9,b,b,g,k,,dno,3a,,,,,,,,,,,,,,,,,,,,
9,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
9,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
9,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
9,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
9,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
9,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
9,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
9,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
9,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
9,b,b,g,k,,dno,3a,,,,,,,,,,,,,,,,,,,,
9,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
9,,,,,"do³ki paznokciowe, otwory na powierchni",talerz-placek,3c,,,,,,1,1,,,,,,,,,,,,,
9,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
9,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
9,b,b,ch,k,do³ki paznokciowe,,3b,,,,,,,1,,,,,,,,,,,,,
9,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
9,b,b,ch,k,do³ek paznokciowy,,3b,,,,,,,1,,,,,,,,,,,,,
9,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
9,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
9,b,c,ch,k+s,,,2b,,,,,,,,,,,,,,,,,,,,
9,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
9,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
9,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
9,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
10,b,b,ch,k,pozioma listwa karbowana,,3b,,,,,,,,,,,,1,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
11,b,b,ch,k,obmazywanie,,3b,,,,,,,,1,,,,,,,,,,,,
11,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
11,b,b,ch,k+s,,dno,3b,,,,,,,,,,,,,,,,,,,,
11,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
11,c,b,g,k,,,1,,,,,,,,,,,,,,,,,,,,
11,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
11,b,b,g,k,otwór pod wylewem,,3a,,,,,,,,,1,,,,,,,,,,,
11,b,b,ch,k+s,,,3b,,,,,,,,,,,,,,,,,,,,
11,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
11,b,b,ch,k+s,do³ki paznokciowe,,3b,,,,,,,1,,,,,,,,,,,,,
11,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
11,c,b,g,k,,,1,,,,,,,,,,,,,,,,,,,,
11,b,b,ch,k+s,,,3b,,,,,,,,,,,,,,,,,,,,
11,c,b,g,k,,,1,,,,,,,,,,,,,,,,,,,,
11,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
11,,,,,"do³ek paznokciowy, otwór na powierzchni",talerz-placek,3c,,,,,,1,1,,,,,,,,,,,,,
11,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
11,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
11,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
11,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
11,c,b,g,k,,,1,,,,,,,,,,,,,,,,,,,,
11,b,c,ch,k+s,,,2b,,,,,,,,,,,,,,,,,,,,
11,b,b,ch,k+s,miseczkowaty guz plastyczny,,3b,1,,,,,,,,,,,,,,,,,,,
11,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
11,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
11,c,b,g,k,,,1,,,,,,,,,,,,,,,,,,,,
11,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
11,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
11,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
11,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
11,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
11,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
11,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
12,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
12,b,b,ch,k,,dno,3b,,,,,,,,,,,,,,,,,,,,
12,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
12,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
12,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
12,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
12,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
12,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
12,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
12,b,b,g,k,,dno?,3a,,,,,,,,,,,,,,,,,,,,
12,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
12,c,c,g,k,,,4,,,,,,,,,,,,,,,,,,,,
12,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
12,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
12,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
12,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
12,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
12,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
12,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
12,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
12,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
12,b,c,g,0/k,,,2a,,,,,,,,,,,,,,,,,,,,
12,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
12,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
12,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
12,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
12,b,b,g,k,,ucho,3a,,,,,,,,,,,,,,,,,,,,
12,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
12,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
12,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
12,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
12,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
12,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
12,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
12,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
12,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
12,b,b,g,0,,,3a,,,,,,,,,,,,,,,,,,,,
12,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
12,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
12,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
12,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
12,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
12,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
12,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
12,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
13,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
13,b,,g/ch,k,"otwór na powierzchni, odciski plecionki?",talerz-placek,3c,,,,,1,1,,,,,,,,,,,,,,
13,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
13,b,,g/ch,k,"do³ek paznokciowy, otwory na powierzchni",talerz-placek,3c,,,,,,1,1,,,,,,,,,,,,,
13,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
13,b,,g/ch,k,odciski plecionki?,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
13,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
13,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
13,b,b,g/ch,k,"listwa plastyczna, karbowana (?)",,3b,,,,,,,,,,,,,1,,,,,,,
13,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
13,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
13,b,b,g,0,,ucho (przy wylewie),3a,,,,,,,,,,,,,,,,,,,,
13,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
13,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
13,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
13,b,b,g/ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
13,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
13,b,b,ch,k,otwór pod wylewem,,3b,,,,,,,,,1,,,,,,,,,,,
13,b,,g/ch,k,odciski plecionki?,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
13,b,c,g/ch,k,otwory pod wylewem,,2b,,,,,,,,,1,,,,,,,,,,,
13,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
13,b,b,g,k,listwa plastyczna poœrodku,du¿e ucho?,3a,,,,,,,,,,,,,1,,,,,,,
13,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
13,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
13,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
13,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
13,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
13,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
13,b,b,g,0,,,3a,,,,,,,,,,,,,,,,,,,,
13,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
13,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
13,b,,g,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
13,c,c,g,k,,,4,,,,,,,,,,,,,,,,,,,,
13,b,b,g,k,,dno,3a,,,,,,,,,,,,,,,,,,,,
13,b,b,g,k,do³ki paznokciowe,,3a,,,,,,,1,,,,,,,,,,,,,
13,b,,g,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
13,b,b,g,0,,,3a,,,,,,,,,,,,,,,,,,,,
13,b,b,g,0,,,3a,,,,,,,,,,,,,,,,,,,,
13,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
